Source.Name,ATA,PUBLICATION NO.,RECEIVED DATE,ISSUE DATE,EFFECTIVE DATE,BIWEEKLY NUMBER,TC HOLDER,AC TYPE,SUBJECT,SUPERSEDES,REFERENCE,AFFECTED PART,METHOD OF COMPLIANCE,COMPLIANCE TIME,REPEAT INTERVAL,EFFECTIVITY,PARTS PROHIBITION,PIC,EVALUATION DATE,TDE NUMBER,TDE STATUS,ENGINEERING ACTION,Issued Instructions
,,2022-10-10,14-Jun-22,,,2022-12,"Bombardier, Inc.","CL-600-1A11 (600); CL-600-2A12 (601); CL-600-2B16 (601-3A, 601-3R, and 604 Variants)",,,,,,,,,,,,,,,
,,2022-11-01,14-Jun-22,,,2022-12,Airbus SAS,"A300 B2-1A, A300 B2-1C, A300 B2-203, A300 B2K-3C, A300 B4-103, A300 B4-203, A300 B4-2C, A300 B4-601, A300 B4-603, A300 B4-605R, A300 B4-620, A300 B4-622, A300 B4-622R, A300 C4-605R Variant F, A300 F4-605R, A300 F4-622R",,,,,,,,,,,,,,,
,,2022-11-02,14-Jun-22,,,2022-12,"CFM International, S.A.","LEAP-1B21, LEAP-1B23, LEAP-1B25, LEAP-1B27, LEAP-1B28, LEAP-1B28B1, LEAP-1B28B2, LEAP-1B28B2C, LEAP-1B28B3, LEAP-1B28BBJ1, and LEAP-1B28BBJ2",,,,,,,,,,,,,,,
,,2022-11-11,14-Jun-22,,,2022-12,De Havilland Aircraft of Canada Limited,DHC-8-401 and -402,,,,,,,,,,,,,,,
,,2022-11-21,14-Jun-22,,,2022-12,Airbus Canada Limited Partnership,BD-500-1A10 and BD-500-1A11,,,,,,,,,,,,,,,
,,2022-11-51,14-Jun-22,,,2022-12,Embraer S.A.,"ERJ 170-200 STD, ERJ 170-200 LR, ERJ 170-200 SU, and ERJ 170-200 LL",,,,,,,,,,,,,,,
,,CF-2022-31,14-Jun-22,10-Jun-2022,,2022-12,PRATT & WHITNEY CANADA,PW307,Engine - High Pressure Turbine - 2nd-Stage Disk with Suspected Material Defect,,,,,,,,,,,,,,
,,G-2022-0011,14-Jun-22,10-Jun-2022,,2022-12,APPLIANCES,ATA 25 EQUIPMENT / FURNISHINGS,IPECO HOLDINGS Ltd - Pilot and Co-pilot Seats - Modification / Inspection,,,,,,,,,,,,,,
,,2022-0105,14-Jun-22,10-Jun-2022,,2022-12,AIRBUS S.A.S.,A380,Time Limits / Maintenance Checks - Safe Life Airworthiness Limitations Items - ALS Part 1 - Amendment,,,,,,,,,,,,,,
,,2022-0106,14-Jun-22,10-Jun-2022,,2022-12,AIRBUS S.A.S.,A380,Time Limits / Maintenance Checks - Damage Tolerant Airworthiness Limitation Items - Airworthiness Limitations Section Part 2 - Amendment,,,,,,,,,,,,,,
,,CF-2019-12R1,14-Jun-22,10-Jun-2022,,2022-12,BOMBARDIER,BD-100,Auto Flight System - Airplane Flight Manual Limitations and Emergency Procedures - Velocity Decay during Low Level Flight Using Altitude Capture in One Engine Inoperative Conditions,,,,,,,,,,,,,,
,,US-2022-11-19,14-Jun-22,9-Jun-2022,,2022-12,BELL TEXTRON INC. (BTI),"212, 412",Fuel / Oil - Check Valves - Inspection / Replacement,,,,,,,,,,,,,,
,,2022-0051,14-Jun-22,9-Jun-2022,,2022-12,AIRBUS HELICOPTERS,"AS 350 / EC 130, AS 355",[Correction] Fuselage - Rear Structure Junction Frame Reinforcement Angles - Inspection,,,,,,,,,,,,,,
,,2022-0103,14-Jun-22,9-Jun-2022,,2022-12,PILATUS AIRCRAFT LTD,PC-12,Time Limits / Maintenance Checks - Airworthiness Limitations Section - Amendment,,,,,,,,,,,,,,
,,2022-0104,14-Jun-22,9-Jun-2022,,2022-12,AIRBUS HELICOPTERS,SA 330 / AS 332 / EC 225,Main Rotor - Mast / Screws / Cover Plate - Replacement / Inspection / Oil Sample Analysis,,,,,,,,,,,,,,
,5,2022-0102,14-Jun-22,8-Jun-2022,22-Jun-2022,2022-12,AIRBUS S.A.S.,"A318, A319, A320, A321",Time Limits / Maintenance Checks - Airworthiness Limitations Section Part 4 - System Equipment Maintenance Requirements - Amendment,"EASA AD 2020-0034,
EASA AD 2020-0270",ALS Part 4 Revision 8,MP Document,"MP revision, incorporate ALS Part 4 rev 8",Within 12 months after effective date of this AD,None,"03809; 05463
Current MP only incorporates ALS Part 4 rev 7",None,Rofiq,14-Jun-22,TDR-AD-2022-0102-PAS,ON PROGRESS,REVISE MP,
,,2021-0178R1,14-Jun-22,8-Jun-2022,,2022-12,AIRBUS HELICOPTERS,EC175,Stabilizers - Horizontal Stabilizer - Inspection / Replacement,,,,,,,,,,,,,,
,,2017-0237R1,14-Jun-22,8-Jun-2022,,2022-12,AIRBUS S.A.S.,"A318, A319, A320, A321",Flight Controls - Trimmable Horizontal Stabilizer Actuator - Modification,,,,,,,,,,,,,,
,,CF-2022-30,14-Jun-22,7-Jun-2022,,2022-12,BOMBARDIER,BD-700,Flight Controls - Flap Fail on Approach,,,,,,,,,,,,,,
,,US-2022-09-08,14-Jun-22,7-Jun-2022,,2022-12,BOEING,787,Stabilizers - Main Torque Box Skin Panel and Rear Spar Root Fitting - Inspection,,,,,,,,,,,,,,
,,2022-0100,14-Jun-22,2-Jun-2022,,2022-12,AIRBUS S.A.S.,A380,Fuselage - Belly Fairing Torsion Box - Modification,,,,,,,,,,,,,,
,,2022-0101-E,14-Jun-22,2-Jun-2022,,2022-12,STEMME AG,S12,Wings - Outer Wing Connection - Inspection,,,,,,,,,,,,,,
,,2022-0099,14-Jun-22,1-Jun-2022,,2022-12,AIRBUS HELICOPTERS,EC175,Stabilizers - Horizontal Stabilizer Attachment Bolts - Inspection / Clearance Check / Modification,,,,,,,,,,,,,,
,,2022-0098,14-Jun-22,1-Jun-2022,,2022-12,AIRBUS S.A.S.,A350,Aircraft Flight Manual - Section Limitations / Normal Procedures - Amendment; Flight Controls - Master Minimum Equipment List - Amendment / Primary Flight Control Computers - Modification (Software Update),,,,,,,,,,,,,,
,,2022-0097,14-Jun-22,1-Jun-2022,,2022-12,AIRBUS HELICOPTERS DEUTSCHLAND,"EC135/635, MBB-BK 117",Equipment / Furnishings - Instrument Flight Rules Screens - Removal,,,,,,,,,,,,,,
,,US-2022-11-10,14-Jun-22,1-Jun-2022,,2022-12,PIPER AIRCRAFT INC.,PA-46 (Malibu),Wing Splice Assembly Life Limit - Amendment,,,,,,,,,,,,,,
,,2022-0095,14-Jun-22,31-May-2022,,2022-12,ALLSTAR PZL GLIDER,SZD-51-1 (Junior),Wings - Spar Root - Inspection / Repair,,,,,,,,,,,,,,
,,2022-0096,14-Jun-22,31-May-2022,,2022-12,AIRBUS S.A.S.,"A319, A320, A321",Aircraft Flight Manual / Section Limitations - Amendment / Auto Flight - New Flight Guidance Standard - Modification,,,,,,,,,,,,,,
,,ISR-I-97-2022-04-9,14-Jun-22,31-May-2022,,2022-12,GULFSTREAM (GALP),G280,Aircraft Flight Manual - Wet Runway Performance Tables - Revision,,,,,,,,,,,,,,
,,CF-2022-29,14-Jun-22,30-May-2022,,2022-12,DE HAVILLAND AIRCRAFT OF CANADA LTD.,DHC-8,Landing Gear - Main Landing Gear (MLG) and Doors - Forward Door Linkage Sleeves Missing Greasing Grooves,,,,,,,,,,,,,,
,,CF-2021-38R1,14-Jun-22,30-May-2022,,2022-12,MHI RJ Aviation ULC,CL-600 (Regional Jet),Air Conditioning - Ram Air System - Emergency Ram Air Valve,,,,,,,,,,,,,,
,,CF-2022-28,14-Jun-22,30-May-2022,,2022-12,BOMBARDIER,BD-100,Electrical Power - Misleading Indication,,,,,,,,,,,,,,
